SBD,Toán,Văn,Sử,Địa,Lí,Sinh,Anh,GDCD,Hóa
2067895,4.8,5,8.25,6.75,,,,,,
2068394,7.8,7.25,8,7.5,,,,,,
2068268,5.4,7.25,,,4,3.75,4,,4.25,
2067706,6.2,8,6,6.75,,,7.4,7.75,,
2068017,7.6,,,,,7,,,5.25,
2068146,4.4,5,2.25,7.75,,,6.4,9,,
2067330,6.8,6,9,7.25,,,5.8,8.25,,
2067084,7.4,7.75,,,7.75,4,8.2,,6.5,
2069021,6.4,6.75,,,5.25,3,5.6,,5,
2067768,4.4,6.5,5.25,6.25,,,,,,
2067959,7,6.5,5.75,8,,,8.2,9.25,,
2068208,5.6,6.75,5.25,5.25,,,5.6,8.75,,
2067143,5.8,5,4.75,5.5,,,4,7,,
2067391,6,7.25,5.25,6,,,5.8,9,,
2068460,9,6.75,,,6.25,3.75,4.2,,8,
2067267,5.8,7,6,5.75,,,5.8,8,,
2067520,3.2,3.25,6,4.75,,,,,,
2067457,6.2,6.5,6.5,6.5,,,,,,
2068586,2,5,2.5,5.5,,,,,,
2068086,6,3.5,,,3.25,5.25,,,2.5,
2068836,,7.25,9,8.5,,,,,,
2068898,7.2,7.25,,,4.75,3.5,5.6,,5,
2067580,6.2,7,,,4.75,6.5,7.4,,7,
2067644,6.2,6.75,6.25,6.75,,,9,8.5,,
2068334,7.6,6.25,,,7.5,5.75,5.4,,7.75,
2068774,6.8,7.25,5.75,7.25,,,6.2,8.5,,
2068956,6,5.25,6,6.5,,,4.6,7.75,,
2068710,6.6,6,5.75,6.75,,,5.2,8.5,,
2068525,3.6,3.25,3,5,,,,,,
2067207,7.4,7.5,8.5,8.5,,,8.8,9,,
2067831,7.8,,,,7.25,,8.8,,,
2067896,8.2,8.25,,,,,8,,,
2068648,8.8,7.5,,,7.5,6.5,,,5.5,
2068395,8.6,5,,,7.25,7,7.8,,8,
2068269,3.4,5.25,6.5,5.5,,,,,,
2067268,7,7.25,7.5,7.75,,,5.4,8.25,,
2068147,4.4,5.75,5.75,5.5,,,4,7.75,,
2067392,6.6,8,7,6.25,,,7.6,8.75,,
2067458,7.6,6.75,6.75,7.5,,,5.2,7.75,,
2068899,7.4,7.25,8.25,7.75,,,5,9.25,,
2067707,8.4,7.25,,,5.75,5.25,6.8,,7.5,
2068957,7,6.25,,,6.25,4.75,4,,5.75,
2067960,6.2,6.25,6.75,6.25,,,8.4,8.5,,
2068209,8.2,5.25,,,7.5,4.75,6.8,,7,
2068526,6.4,6.75,5.75,7.75,,,,,,
2068087,5.6,5.25,,,2.75,3.75,6,,2,
2068335,5.8,6.75,7.5,6.75,,,,,,
2067085,7.4,5.5,,,5.5,3.75,8.8,,7.75,
2068018,7.2,8,,,4.5,7,7.2,,7,
2067144,6.2,7,7.5,6.25,,,6.2,9,,
2068587,5.8,3.5,3.5,6,,,,,,
2067331,7.6,6.5,,,7.5,6.25,4.8,,8,
2068461,7.6,7.75,,,7.5,4,5.2,,4.75,
2067581,6.2,6.75,6.5,5.5,,,,,,
2067769,8.4,5.5,,,6.75,6,4.2,,4.75,
2067208,7.4,6.5,7,6.25,,,8.8,9,,
2067645,6.8,7.25,7.25,8.25,,,6.6,8.75,,
2069022,8.4,7.75,7.5,7,,,6.4,9.5,,
2067521,8,5.75,,,,,8,,,
2068837,7.6,6.75,,,6.5,6.25,6.2,,8,
2068711,7.2,6.5,7.75,7.75,,,5,8.25,,
2068775,7.8,7.25,6,7.25,,,6,9.25,,
2067832,3.8,4.25,,,2.5,3.25,3.8,,3.75,
2067897,7.2,6,7.75,6.5,,,,,,
2068649,7.2,5.25,7.25,5.5,,,4.2,8.75,,
2068396,7.4,6.25,,,5.25,3,7,,5.5,
2068270,5.6,7,,,3.75,4,4.6,,7.25,
2067269,5.8,6.75,7.75,6.25,,,5.6,7.5,,
2068148,6.8,4,6,7.25,,,4.2,7.75,,
2067393,7.6,7.75,8.75,7.75,,,8,9.75,,
2067770,6.8,6,3.75,5.75,,,,,,
2067459,7.4,7.25,,,7.25,5.25,4.2,,7,
2067209,6.6,7.5,7.75,8,,,7.2,8.25,,
2068900,2,5.75,,,3.25,3,,,4.75,
2068712,6.6,6,5,6.25,,,5,9.25,,
2067646,5.8,7.25,6.5,7.5,,,,,,
2067086,7.6,6.25,,,8.75,3.5,7.6,,6,
2068588,5.4,4.75,5,5.5,,,,,,
2068088,7.2,7.5,,,6.25,5,6.4,,6.75,
2068019,7.4,7.75,8,8,,,,8.75,,
2068527,6,7,6,7,,,,,,
2067332,6.6,7,3.75,5.75,,,5.6,7.5,,
2068838,7.2,6.25,5.25,6.5,,,4.6,7.75,,
2067145,6.2,6.25,6.25,6.25,,,4.4,9,,
2067582,6.8,5.5,5.5,5.75,,,6.4,8,,
2067898,3.6,5.75,6.25,7.75,,,,,,
2068462,8,8.25,,,,,8.4,,,
2067833,5,4,3,4.75,,,,,,
2067961,6,6,5.25,6,,,4,8.25,,
2068210,6.2,5.75,,,5.5,4,6.8,,4.75,
2068336,6.6,6.75,,,2.5,5.25,2.6,,5.75,
2068650,6.8,6.75,5.5,7.25,,,6.8,9.75,,
2068776,6.2,6.5,5.5,4.75,,,4.6,7.75,,
2067708,7.6,6.25,,,7,4.25,7.8,,4.25,
2067522,7.4,6.5,,,6.75,3,9.6,,7,
2069023,3.6,5.5,4,6,,,3.4,6.75,,
2068397,7.2,6.25,,,5.75,4.5,6.8,,7.75,
2068958,7.4,6.5,,,5.5,5,5.6,,7,
2068271,8,,,,7.75,,9.2,,,
2068149,7,6.5,9.25,7.75,,,5.4,9,,
2067270,6.6,6,,,8,4.25,4,,5.5,
2067394,5.6,6.75,,,4.75,2.75,5.6,,5.5,
2067460,4.4,5,6.75,6,,,5,8,,
2067771,3.2,5,5.5,6.75,,,2.6,7,,
2068901,6,7,8.5,7.5,,,8,8.5,,
2068713,6.4,5.75,7.5,6,,,8,8,,
2067210,6.4,8,9,7.25,,,3.2,9,,
2068589,,,,,,,,,,
2068089,8,7.25,,,6.25,6.25,6.6,,8,
2067087,6.8,7,3.75,5.5,,,8,7.25,,
2067523,7.4,6.5,7,8.75,,,7,8.75,,
2068020,6,6.75,,,4.25,4.5,,,3.75,
2067962,5.6,5,4,4,,,5,5.25,,
2067709,8,6.75,,,7,4.25,6.6,,7.75,
2067333,6.4,7,,,6.25,3.75,6,,5.75,
2067834,6.6,5.5,6.25,6.25,,,,,,
2068272,7.2,6.5,,,8,4.5,9.2,,5.25,
2068839,7,3.75,6.5,6.75,,,6.6,9.25,,
2069024,6.6,6.25,4,5.5,,,7.2,7.25,,
2067899,7.6,,,,5.25,,7.2,,,
2067146,4.8,6.25,8.25,7.5,,,9.4,7.5,,
2068528,9.2,,,,,,7.4,,8.25,
2068337,7.8,5.25,,,4.25,2.75,7.6,,3.5,
2068398,5.4,7,7,7.25,,,,,,
2068651,8.6,,,,8.25,7.25,,,9.75,
2067647,7.6,6.75,6,6.5,,,5.8,7.75,,
2067583,7.6,7,7.25,8,,,6.6,8.75,,
2068959,6.2,7.5,6,7.5,,,7.4,9.25,,
2068150,6.4,5.75,,,5.25,4.25,6.4,,4.5,
2068463,6.2,6.75,5,5.5,,,,,,
2068211,5.8,5.25,,,3,3,7,,3.5,
2068777,6.6,6.75,7.75,7.25,,,6.6,8.25,,
2067395,4.2,4.5,2,6,,,5,6.25,,
2067271,7,6.25,,,5,3.75,5.6,,6.25,
2067461,6.6,7.75,7.75,6.75,,,5.6,9.5,,
2067772,5.6,4.5,6,5.5,,,4.4,7.5,,
2068902,7.4,7.5,,,5,5.5,7,,6.25,
2068714,7.8,6.75,7.5,7.25,,,6.4,8.75,,
2067211,4.6,7,7.25,6,,,6.2,7,,
2068590,8,,,,,8.5,8.2,,6.75,
2068090,7,6.25,,,4.5,5.5,8,,6.75,
2067524,5,6.5,5.75,5.5,,,4.8,8.75,,
2067088,5.4,6.5,,,4.25,4.5,7,,4.25,
2067710,4,7,3.5,5,,,,,,
2067648,,7.5,,,,,8.8,,,
2067396,4,6.25,5.75,5.5,,,5,7.5,,
2068151,6,6.25,8.5,8,,,7.6,8,,
2067272,7.8,3.75,,,6.5,3.75,3.8,,6.5,
2068529,8.8,,,,8.75,,7.6,,7.25,
2067900,6.4,6.25,5.75,6.5,,,,,,
2068273,5.2,4.5,7,7.25,,,,,,
2068591,5.6,6,5.5,7,,,,,,
2068021,8,7.25,10,8.5,,,9.2,10,,
2067462,7.4,6.5,,,5.25,4.75,8.4,,6.75,
2067584,7.8,8.25,7.25,6.75,,,6.2,8.75,,
2067835,5,3.75,7,8,,,,,,
2068399,5.6,7,,,5.5,4.75,7.2,,4.75,
2068338,7.2,5.83,,,6.25,3.75,5.8,,4.75,
2067212,6.4,7,6.25,7.75,,,7.8,8.25,,
2068464,7.4,6.5,,,7,3,6,,7.25,
2067963,6.2,5.75,5.75,6,,,2.2,8.5,,
2067334,5.8,4.5,5.25,4.5,,,4.4,6.5,,
2068715,8.8,,,,8.5,,,,,
2068840,6,6.25,6,5.75,,,3.4,8.5,,
2068212,6.8,7,,,6,4,7.4,,6.5,
2067773,7.6,7,,,7,4,7,,5,
2068652,6,6.75,6.75,6.75,,,6.4,8.75,,
2068903,7.2,6.5,,,3,3.75,7,,2.5,
2067147,7,7.75,6.5,7,,,3.8,7.25,,
2068778,8,6.75,6.75,6,,,5.4,8.5,,
2068091,7.8,4.75,,,7.25,4.75,3.4,,5.75,
2069025,7.4,5.5,,,5.25,3.5,8,,4.75,
2068960,7.8,7.75,5.75,6.5,,,6.4,8,,
2067525,5.2,3.75,3,6.5,,,,,,
2067089,6.8,5.75,,,6.25,5.5,5.2,,6.25,
2068904,8.2,8,7.75,8.5,,,7.8,8.75,,
2068716,5.2,5.75,6.5,6.75,,,7.2,8.75,,
2067649,7,6,,,5.25,2.75,7.6,,7.25,
2068152,7.8,6.75,,,7,4,3.4,,6,
2069026,7,6.5,,,4.5,6.25,7,,7.5,
2068841,8.4,7.5,,,8,4.5,4.2,,6.25,
2067711,6.2,7,4,5,,,3.8,9.25,,
2067335,3.2,3.75,5,3.75,,,,,,
2068592,5.2,4.25,5,6.75,,,,,,
2067273,7.6,5.75,7.5,6,,,7.6,8.5,,
2068213,5.6,5.75,,,3.5,5.25,,,2.25,
2068779,6,6.25,6.75,6.75,,,7.8,8.75,,
2068653,6,6.75,8,6,,,9.8,8,,
2068022,7,7,7.25,7.25,,,9,9.25,,
2067585,5.4,5.75,,,3.25,2.75,5.6,,4,
2068961,6,7.25,7.25,5.25,,,6.4,8.5,,
2068400,4.6,6,7,5.5,,,,,,
2067148,7.6,8.25,7,6.25,,,7.4,8.5,,
2068530,4.8,7.5,7.25,7,,,8.6,,,
2067964,3.4,5.5,8.25,6.25,,,6.8,8.75,,
2067397,6.2,5.5,4.25,4.5,,,4.2,6.5,,
2067526,2.8,5.25,5.25,4.75,,,,,,
2068339,8.6,7.42,,,,,9.4,,,
2068092,7,7.25,2.75,5,,,6.2,7.25,,
2067463,7,6.75,4.75,5.75,,,4.4,6.75,,
2068274,7.2,7.5,8.5,9.25,,,6.8,9.75,,
2068465,5.8,6.5,7,6.75,,,,,,
2067774,,7,8.5,7.25,,,8.6,,,
2067901,5.8,6.75,4.5,6.75,,,,,,
2067213,7,6.75,6.25,6.25,,,7.8,7.5,,
2067090,7.2,5.25,,,1.75,3.5,5.4,,4.25,
2067836,7.2,6.5,8.25,8.25,,,,,,
2068905,7.6,6.25,,,7,6,7.8,,7.75,
2068717,5.2,6.25,6.5,6.5,,,7.2,8.25,,
2067837,,,,,,,,,,
2069027,7.2,5.75,5,5.5,,,7.2,8,,
2068401,8.2,5.5,,,6,6.25,3,,8.75,
2068842,7.8,7.25,6.5,7.25,,,4.4,8,,
2067650,7.8,6.25,6.5,8.75,,,8.4,9.5,,
2067336,8,6.25,,,6.75,4,7.4,,5.75,
2068962,6.2,,,,,4.75,,,6,
2068214,8.4,6.25,7.25,6.75,,,,8.75,,
2067398,8,6.5,,,7,6.75,,,7.5,
2067965,6.6,6,7.25,6.75,,,6,8.75,,
2067712,6.4,6.75,5,4.5,,,6.8,7.5,,
2067214,8.4,8.5,6.25,8,,,9.2,8.75,,
2068275,4.6,4.25,4.75,7,,,,,,
2067464,6.8,5,7.75,7,,,,,,
2068093,4.8,5.75,8,5.75,,,5.4,8.5,,
2068466,4.2,4,7.75,8,,,,,,
2067527,7.6,7.25,,,4.75,4.25,6.8,,6.25,
2068023,7.2,7.25,,,6,4,5.2,,6.25,
2067274,8,5.5,,,6.25,3.75,4.6,,7.25,
2067902,7.2,6.5,,,3.75,,8.4,,,
2068340,,7.75,,,,,8.2,,,
2068654,6.8,5.75,8.25,8,,,4.8,8.5,,
2067149,7.4,7.5,6,6.75,,,7.6,7.75,,
2067775,6.2,6.75,6.25,4.25,,,6.6,6.5,,
2068153,7.8,4.25,,,6.25,4.5,6.2,,8,
2068531,6,7,7.5,6.5,,,,,,
2068593,5.2,6.75,6.25,6,,,,,,
2067586,8.2,6.25,,,4.25,4,3.6,,6.25,
2068780,5.4,5.75,6.75,6.75,,,3.6,8.25,,
2067091,7.2,7.25,,,7.75,3.5,5.6,,6.25,
2068906,6.6,7.25,5.5,7,,,3.8,9,,
2068718,6.8,7.75,8.75,8.5,,,6.8,9,,
2067838,7.6,5.75,7.25,7,,,,,,
2068215,7,7,6.5,6,,,4.4,8.75,,
2069028,7,6.75,9,8.75,,,4.2,9,,
2067651,7.6,6,8,8.25,,,8.8,8,,
2068843,7.6,7,,,7.75,6,3.2,,4,
2068963,4,6,5.5,5.75,,,2.4,9.25,,
2067215,6.6,7.75,9.5,9,,,5.2,9.25,,
2067713,6,6,,,4.5,4.25,5.2,,7.25,
2067337,8.4,8.25,,,6.75,4.5,8.8,,6.25,
2067399,7.6,7,7,6.5,,,3.6,8.25,,
2067966,7,5,5.5,6.5,,,4.2,8.5,,
2068402,7.6,7.75,,,6.75,3,5,,7.75,
2068276,5,4.75,5.5,5,,,,,,
2067903,4.8,5.75,6,6,,,,,,
2068024,8.2,7,7.5,7.75,,,7.8,9.25,,
2067150,6.4,7,6,6.5,,,7.4,8.5,,
2067465,8.6,8.25,,,,,9,,,
2068655,5.8,6,7.25,6.5,,,9,8.75,,
2067528,7.8,5.75,,,5.5,4.5,6,,5.25,
2067776,7.4,6.75,8.5,8.75,,,4.4,9.25,,
2068094,5.4,6.25,7.5,6.75,,,3.8,9.25,,
2067092,7.4,6.5,,,5.5,5.75,7.2,,8,
2068594,3.8,3.75,6.5,5.75,,,,,,
2068341,7.2,5.75,,,6.25,4.75,6.4,,7.25,
2068467,7.6,6.5,,,6.75,4.5,4.8,,6.5,
2068781,7.4,7,8,8.25,,,8.2,9.25,,
2068154,7.6,6,,,4,3.25,5.8,,6,
2067275,6.8,3.25,,,5.5,5,6.4,,7.75,
2067587,7.4,6.5,,,4.5,5.75,2.4,,7.75,
2068532,8.4,8.5,,,,,8,,,
2068907,7.2,7,,,7,2.75,7.4,,5.75,
2068719,6.6,6.75,6.5,7.25,,,6.6,9,,
2068844,5.8,6,3.75,5.5,,,6.4,7.75,,
2068216,7.8,6.75,7.5,7.25,,,5.8,9.25,,
2067839,6.4,6.25,6,6.25,,,,,,
2067216,7.8,7.25,8.75,7,,,8,8.5,,
2067714,8.2,8.25,,,7,7,8.2,,8.25,
2069029,6.2,4.5,,,4.5,2.5,,,2,
2067652,7,5.75,,,5.5,5,3.8,,5,
2067338,6.8,6.75,7.5,7.75,,,5.8,8.75,,
2068964,7.4,6.5,6.5,7.5,,,3.6,8.75,,
2067400,8.2,7.25,7.5,6.75,,,6.6,9.75,,
2067967,6.6,6.25,7.5,7.25,,,2.2,8,,
2068403,6.2,7.5,,,5,3.75,8.6,,4.5,
2068533,,,,,,,,,,
2068277,7.4,5.5,,,4,4.25,5.2,,5.75,
2067529,6.2,6.5,,,5.75,3.25,6,,4,
2067466,6.8,,,,,5.75,6,,7.25,
2067904,6,5.75,4,6.5,,,,,,
2068782,7,6.5,7,6,,,5.4,7.5,,
2068095,7.8,7.5,5.5,7,,,6.4,8,,
2067777,8.4,7.25,5.5,6.25,,,4,9,,
2067276,6.2,7.25,7.5,7,,,9,8.5,,
2068025,6.8,7.5,6.75,6.75,,,9,9,,
2068468,6.8,6.5,,,6.25,5.75,6.2,,5.25,
2068656,7,6.25,7.25,7.5,,,4.4,8,,
2067151,6,7.25,7.25,5.75,,,6.8,7.25,,
2067093,8,5.5,5.5,6.5,,,2.8,7.75,,
2068155,8,6.5,,,6.5,3.5,5.6,,6.25,
2067588,8,8.5,6.75,7.5,,,8.4,9.25,,
2068342,7.6,6.25,,,5.75,4,6.4,,7.25,
2068595,8.2,5.75,7.25,6.25,,,,,,
2068908,6.6,5.5,,,4.25,4,4.2,,5.25,
2068720,7.4,6.75,5.25,7.75,,,5.2,8.25,,
2068845,6.2,7,8,7.5,,,6.4,8.5,,
2067339,6,8,7.5,7,,,6,8.75,,
2067715,7.6,5.75,7.25,6.5,,,6.2,8,,
2069030,4.8,6.75,,,,,,,,
2067217,5.6,6.75,5.25,7.5,,,3.8,9,,
2068534,3.4,4,4.75,4,,,,,,
2067653,7.2,5.25,,,5.25,4.25,4.4,,4.75,
2068217,6.8,6,,,4,3,4.8,,5.25,
2068965,3.6,6.25,,,4.75,3.5,3.8,,6,
2068404,7.4,7.25,,,7.5,5.5,7,,6,
2067968,6.6,6.5,5.5,5.75,,,4.8,7.5,,
2067401,7.6,6.75,,,5.75,3.5,5.2,,5.75,
2067840,5.6,5.5,8.75,6.5,,,5.2,,,
2068278,6.8,5.25,4.75,6,,,7.2,8.5,,
2068156,5,5.5,5.75,6.5,,,3.4,7.5,,
2068096,6.6,6.5,,,6,2.75,3.4,,5.5,
2068026,6.2,6,,,3.75,2.25,5,,6.25,
2067530,7.6,6.75,7,8.25,,,8,8,,
2067152,7.2,7.5,7,8.75,,,7.8,8.25,,
2068469,2,4.25,3.75,5.5,,,,,,
2067778,7.4,7.25,8.5,8,,,6.8,8.75,,
2067467,7.6,7.5,,,4.75,5.5,7.8,,6,
2068343,6.8,6,,,6.75,4.75,4.4,,8,
2067905,8.6,6,,,7.75,7.25,7.4,,8.5,
2067277,8.6,6.25,,,7.75,4.5,6.4,,7.75,
2067589,6.2,6.75,5.25,5.75,,,4.8,7.75,,
2068596,5,5.5,3.75,4.75,,,,,,
2067094,8.2,7,,,8.75,5.75,10,,7,
2068657,8,5.5,8,6.75,,,7.4,8.25,,
2068783,6.2,7,6.75,5.25,,,6.4,8.5,,
2068721,6.8,6,7.75,6.75,,,6.4,9,,
2068909,6.6,7,5.75,6,,,7.8,8.75,,
2068535,4.6,6,6.75,5.5,,,,,,
2069031,7.8,6.75,,,6,6.25,4.2,,5.25,
2067654,7.4,6.5,,,5.5,4,4.2,,5.75,
2067218,6.6,6,7.5,7.25,,,5.6,8,,
2067716,7.4,6.75,6.5,5.75,,,6.4,8.25,,
2067402,7.2,6.25,8,6.75,,,5.8,9,,
2068966,8,8.25,8,7.75,,,8.6,8.75,,
2068218,6,5.5,,,6,4.5,8.4,,5.25,
2067841,7.2,6.5,7.25,7,,,,,,
2067340,7.6,6.75,5.5,5.25,,,5,8,,
2068405,7,8.25,7.75,8.25,,,,,,
2068846,6.6,6.25,,,3.25,3,4,,6.5,
2067969,7.8,6.75,6.75,7.5,,,4.2,8.75,,
2068097,5.4,7.5,,,4.5,5.5,5.4,,5.25,
2067531,4.2,2.5,6.75,3.75,,,,,,
2067590,6.8,7,4.75,6.5,,,7.2,8.25,,
2068157,6.8,5.25,,,5.5,4.25,7.6,,5.25,
2067779,7.6,,,,5.25,,8.4,,,
2068279,7.8,6.5,,,6.5,3.75,5.6,,8.25,
2068344,5.8,6.5,,,4,3.5,6.8,,3.75,
2069048,7.8,7.75,,,5,4.25,5.8,,5,
2068784,6.2,6.25,4.75,6.5,,,5.6,7.5,,
2067278,7.2,7.5,,,5.75,3.25,5,,5.75,
2068597,6.2,5.5,5.5,6.25,,,,,,
2068027,7.6,7.5,,,6.5,4,6,,4.5,
2068470,,7.25,9.5,9.25,,,9,8.25,,
2068658,6.6,5.75,8.75,9,,,,9,,
2067468,8.4,7.25,4,5.75,,,7.8,7.5,,
2067153,7,6.5,5.25,6.75,,,5,8.5,,
2068910,6.6,7.75,,,6.25,3.25,7.4,,5.75,
2068722,7,6.75,7.75,8,,,6.6,9,,
2067906,6.4,6.25,,,3.5,4.25,6,,5.25,
2068536,8.2,6.75,,,,,6,,,
2067842,6.2,7.5,5.5,7.5,,,,,,
2068967,7.4,6,,,4.75,3.25,7.8,,7,
2067341,5.8,6.25,,,6,5.25,2,,5.5,
2067219,6.6,7,3.75,6.25,,,8.6,7,,
2067970,6.4,7.25,5.75,6.75,,,6,9.5,,
2067403,6.6,5,,,5.25,4.75,6,,4.75,
2069032,7.6,6,,,6.25,6.75,6.4,,8.25,
2068219,6.8,7,6.25,8.25,,,5.2,9.25,,
2068406,6,6.25,6,5,,,,,,
2067655,7.4,5.5,,,6.75,3.75,6.4,,7.25,
2067717,6.6,5.75,,,5.75,5.25,6.2,,5,
2068847,8,7.25,,,7.75,6.5,7.2,,6.75,
2068659,6,6.5,5.75,7.25,,,7.6,8,,
2067154,7.4,6.25,7.75,6.5,,,7.4,9,,
2068471,7.4,7,,,5,4,7,,6.25,
2068598,5,5.5,4.75,,,,,,,
2067780,7.2,5.75,,,6.25,4.25,6.4,,5.5,
2067591,5.8,5.75,,,4.75,1.5,4.4,,4.75,
2067532,7.6,6.25,,,7,5,3.4,,7,
2067907,8.8,6.25,,,7.5,5.5,6.2,,9.25,
2068785,7,7,6.25,7.5,,,6.2,9.25,,
2067279,7.8,6.75,,,7.25,4,6.6,,5,
2068098,8,5,,,6.5,5.25,3.4,,7.5,
2068911,8.4,7.75,7,5.75,,,7,9.5,,
2069049,5.8,6.5,4,4.25,,,4,8.75,,
2068280,5.6,5.5,,,4.25,3,5.6,,3.75,
2068537,6.6,5.75,6.25,7.5,,,,,,
2068028,7.4,6.5,5.5,5.5,,,3.6,8.75,,
2067220,7.8,8.5,7.75,7.25,,,8.8,8.75,,
2069033,6,6.5,7.75,7.25,,,5.4,8.75,,
2068407,5.6,6.75,8.5,7.25,,,,,,
2067342,5,5.5,6.25,4.75,,,,,,
2068968,7.2,6.83,,,6.5,5.75,,,6.5,
2067843,3.6,5,6,6.75,,,,,,
2068723,6,6.5,6.75,6.5,,,2.8,8.25,,
2068345,7.6,6.5,,,7.75,6.5,5.8,,7.75,
2067404,7.8,6,,,3.75,3.5,6.6,,5.5,
2068848,8.6,,,,8.75,2.75,,,8.25,
2067656,5.4,6.25,5.75,5.5,,,8.2,8.5,,
2067469,3.6,5.5,4.75,5.75,,,5.6,6.75,,
2067718,5.2,5.75,3.75,4.75,,,,,,
2068158,7.8,6.25,,,7,5,8.4,,4.5,
2067971,6,6.25,4.25,5,,,3.4,8.25,,
2068220,5.2,6,,,4.5,3.75,6.8,,4.5,
2067155,8.2,8,8.25,7,,,8.8,8.5,,
2068599,1.6,4.25,4.75,5.25,,,,,,
2068660,7,6.75,9,7.75,,,7.6,9,,
2067781,7,4.75,6,6,,,1.8,8,,
2067592,7.6,6.75,6.75,7.75,,,8.2,8.75,,
2068472,6.2,6.25,,,3.75,4,6.8,,3,
2069050,6.8,7,5,6.75,,,6.4,8.75,,
2069111,,,,,,,,,,
2067908,6.6,6.5,,,6,4.5,4.2,,7.75,
2067533,8,5.75,7.25,7.5,,,7.8,9.25,,
2068912,9.2,,,,5.5,8,,,8.5,
2068538,,,,,,,,,,
2068786,8.6,,,,3.25,9,,,9.5,
2067844,3,4.75,2.25,4.5,,,,,,
2067470,3.8,4.25,,,3.25,3.5,,,2.75,
2067657,6.6,6.75,8,8.25,,,,,,
2068159,,6,,,4.25,,,,4.5,
2067972,7.8,8,6.5,7,,,6.4,8.5,,
2067719,6,6.5,4.75,6,,,3,8.25,,
2068346,7.4,5.92,7.5,7.5,,,,,,
2068408,5.8,6.67,,,3.75,3.5,8.2,,6.75,
2068099,6.8,3.75,,,7.25,3.5,5.6,,8,
2068724,7.2,7.25,7.5,8.25,,,4.4,8.75,,
2067343,5.8,7,6.25,6.75,,,3.6,8.75,,
2068969,7.2,6.25,7.25,7,,,8,8.5,,
2067405,8.2,6,,,7.25,4.75,6,,8.75,
2068849,7.8,6,,,4.75,4.5,5,,8.25,
2069034,7.6,5.5,,,6,6,6.8,,7.75,
2067280,6.8,8,7,8,,,8,7.5,,
2068281,6,4.75,6.75,6.75,,,8.8,7.75,,
2068029,6.2,7.5,5,5,,,5.4,7,,
2068221,6.6,5.75,,,5,4.25,5.6,,5,
2068600,8.8,,,,7.75,,9,,,
2067156,7.8,8.25,6.75,7.25,,,7.2,8.5,,
2067782,4.4,6,4.5,4.25,,,,,,
2068661,8,5.25,,,5.75,7.25,,,7.25,
2067593,7,6.75,6.5,7.5,,,6,8.25,,
2068473,8.2,7.25,,,6.25,4.75,4.8,,8.25,
2067909,8,7.5,,,5,2.75,4.8,,6.5,
2069051,6,6.25,6.25,6.25,,,5.2,8.5,,
2069112,6,6.25,5.25,7.25,,,5.6,8.5,,
2068539,8,,,,7.25,,6.8,,,
2067534,7.6,6.25,7.75,6,,,3.6,8.5,,
2068913,7.8,8,7.25,7.25,,,6.8,9.5,,
2067658,8.4,7,,,7.5,6,5.6,,7.25,
2068787,7.4,7.25,5.75,5.25,,,5.2,8.25,,
2067406,7.6,6.5,,,7.25,5.25,7.4,,7.5,
2068030,8.6,7.75,,,7.75,5.75,9,,7,
2068100,2.8,4.25,,,3,3,3.2,,4,
2068160,4.8,6,8.25,8.25,,,6.8,9.5,,
2068222,6,5.5,7.75,6.5,,,4.6,7.25,,
2068725,6.4,6.75,4.25,6.75,,,6.2,7.75,,
2067973,6.8,7.75,6.75,7,,,7.6,8.75,,
2067720,7.2,3.25,,,2.25,8.75,4.4,,8.75,
2068601,7.8,,,,7.25,,6.8,,6.25,
2068540,,,,,,,,,,
2067281,7,7,7.75,6.5,,,6.4,8.75,,
2068347,7.2,5,,,5.75,4,7.8,,5.75,
2069035,6.8,6.25,8,6,,,6.4,7.75,,
2067344,6.6,6.25,8.75,9,,,6,8.5,,
2068970,6.8,5.75,6,4.75,,,5.6,7.75,,
2068850,6.8,5,6.75,5.75,,,5.2,8.75,,
2068282,5.2,6,4,5,,,7.2,9,,
2068474,8,6,,,4,6.5,5,,7.25,
2067783,4.2,4.75,6.5,6.75,,,,,,
2067157,5.2,7,8.5,8.25,,,8.4,8.5,,
2068409,8.2,,,,7.5,2.25,7.4,,3,
2067594,6.6,7,4.75,7.25,,,3.8,7,,
2067845,2.2,3.25,4.25,4.75,,,,,,
2067471,7.6,7.5,,,5.25,4.75,3.8,,7.5,
2068662,7.2,7.75,,,5.5,4,,,7.5,
2069113,8.4,6.75,5.75,6.25,,,6.8,9.75,,
2069052,9.4,,,,,8.5,,,9.75,
2067910,8.8,6.25,,,6,4.5,7.8,,6.75,
2067535,6.8,4,,,5,6.5,4,,7,
2068914,5.8,7,,,3.5,4.25,5.6,,4.5,
2067659,6.8,6.5,7.5,6.5,,,,,,
2067407,3.8,4.75,5.5,5.25,,,,,,
2068788,7.6,8,5.75,6.25,,,7.8,8.25,,
2068161,6,7.25,8.25,6.25,,,5.8,9,,
2068223,5,5,3.25,4.75,,,,,,
2068602,4.4,4.5,5.5,5.5,,,,,,
2067282,6.6,5,,,4.75,5.75,7,,4.75,
2067846,7.2,6.25,7.75,7.25,,,,,,
2068101,8,4.5,,,7.75,6.25,6,,7,
2068348,7.6,4.75,,,8.5,3.75,4.6,,7.75,
2067721,6,6.25,4.75,6,,,,,,
2069237,5.6,5,7.25,6,,,,,,
2067784,3.8,4.25,2.75,5,,,,,,
